root - INFO - CSV file initialized.
root - INFO - Cannot read from camera
root - INFO - Live video processing ended.
root - INFO - CSV file closed.
root - INFO - CSV file initialized.
root - INFO - Frame 248: Aruco ID 1 detected with distance 2.3646042254869335, yaw angle -5.40275829503571, pitch angle 91.00761632955114, roll angle -0.5703251839394062.
root - INFO - Frame 249: Aruco ID 1 detected with distance 2.3575658214950663, yaw angle -5.383992939303255, pitch angle 89.72751382710298, roll angle 1.0015898899681708.
root - INFO - Frame 250: Aruco ID 1 detected with distance 2.3310885049350656, yaw angle -5.384492300472942, pitch angle 89.61569998368614, roll angle 5.516685451607998.
root - INFO - Frame 251: Aruco ID 1 detected with distance 2.3310885049350656, yaw angle -5.384492300472942, pitch angle 89.61569998368614, roll angle 5.516685451607998.
root - INFO - Frame 252: Aruco ID 1 detected with distance 2.3310885049350656, yaw angle -5.384492300472942, pitch angle 89.61569998368614, roll angle 5.516685451607998.
root - INFO - Frame 253: Aruco ID 1 detected with distance 2.2974817305996726, yaw angle -5.384902585358134, pitch angle 89.65010130397592, roll angle 9.175768679274624.
root - INFO - Frame 254: Aruco ID 1 detected with distance 2.2974817305996726, yaw angle -5.384902585358134, pitch angle 89.65010130397592, roll angle 9.175768679274624.
root - INFO - Frame 255: Aruco ID 1 detected with distance 2.2974817305996726, yaw angle -5.384902585358134, pitch angle 89.65010130397592, roll angle 9.175768679274624.
root - INFO - Frame 256: Aruco ID 1 detected with distance 2.3575658214950663, yaw angle -5.383992939303255, pitch angle 89.72751382710298, roll angle 1.0015898899681708.
root - INFO - Frame 257: Aruco ID 1 detected with distance 2.3267132770728027, yaw angle -5.394417657904228, pitch angle 90.179395912326, roll angle 9.650156098493172.
root - INFO - Frame 258: Aruco ID 1 detected with distance 2.3267132770728027, yaw angle -5.394417657904228, pitch angle 90.179395912326, roll angle 9.650156098493172.
root - INFO - Frame 259: Aruco ID 1 detected with distance 2.3575658214950663, yaw angle -5.383992939303255, pitch angle 89.72751382710298, roll angle 1.0015898899681708.
root - INFO - Frame 260: Aruco ID 1 detected with distance 2.3575658214950663, yaw angle -5.383992939303255, pitch angle 89.72751382710298, roll angle 1.0015898899681708.
root - INFO - Frame 261: Aruco ID 1 detected with distance 2.3575658214950663, yaw angle -5.383992939303255, pitch angle 89.72751382710298, roll angle 1.0015898899681708.
root - INFO - Frame 262: Aruco ID 1 detected with distance 2.3267132770728027, yaw angle -5.394417657904228, pitch angle 90.179395912326, roll angle 9.650156098493172.
